number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0017413,2016-04-11 09:01:00,2016-04-11 09:03:00,Caller 3081,Opened by  17,Phone,Location 161,Category 26,Subcategory 275,Symptom 115,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,9,True,Resolver 17,code 6,Resolved by 15,2016-04-14 10:17:00,2016-04-19 11:07:00,73.26666666666667,194.1,3.0527777777777776,8.0875,2016-04-11,2016,4,April,Monday,Met SLA,False,True
INC0017415,2016-04-11 09:05:00,2016-04-11 09:06:00,Caller 1428,Opened by  24,Phone,Location 135,Category 37,Subcategory 135,Symptom 127,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:07:00,2016-04-16 09:10:00,0.03333333333333333,120.08333333333333,0.001388888888888889,5.003472222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017416,2016-04-11 09:05:00,,Caller 2206,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 09:15:00,2016-04-16 10:07:00,0.16666666666666666,121.03333333333333,0.006944444444444444,5.043055555555555,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017417,2016-04-11 09:05:00,,Caller 4653,,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 17,code 7,Resolved by 15,2016-04-13 16:10:00,2016-04-18 16:15:00,55.083333333333336,175.16666666666666,2.295138888888889,7.298611111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017418,2016-04-11 09:07:00,,Caller 428,Opened by  17,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,8,True,Resolver 17,code 7,Resolved by 15,2016-04-13 09:29:00,2016-04-18 10:07:00,48.36666666666667,169.0,2.015277777777778,7.041666666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017419,2016-04-11 09:08:00,2016-04-11 09:19:00,Caller 3036,Opened by  17,Phone,Location 108,Category 43,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 39,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 194,code 6,Resolved by 177,2016-04-11 09:47:00,2016-04-16 10:07:00,0.65,120.98333333333333,0.027083333333333334,5.040972222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017420,2016-04-11 09:09:00,,Caller 4499,Opened by  40,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 74,False,False,Do Not Notify,,,,,Closed,False,1,0,7,False,Resolver 198,code 6,Resolved by 180,2016-04-20 11:39:00,2016-04-25 12:07:00,218.5,338.96666666666664,9.104166666666666,14.12361111111111,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017421,2016-04-11 09:09:00,,Caller 298,Opened by  40,Phone,Location 143,Category 26,Subcategory 275,Symptom 54,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 126,code 10,Resolved by 114,2016-04-11 14:59:00,2016-04-16 15:07:00,5.833333333333333,125.96666666666667,0.24305555555555555,5.248611111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017422,2016-04-11 09:09:00,2016-04-11 09:12:00,Caller 4653,,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,23,False,Resolver 200,code 6,Resolved by 182,2016-05-06 16:32:00,2016-05-11 17:07:00,607.3833333333333,727.9666666666667,25.30763888888889,30.331944444444446,2016-04-11,2016,4,April,Monday,Breached SLA,False,True
INC0017423,2016-04-11 09:10:00,,Caller 3233,Opened by  17,Phone,Location 51,Category 61,Subcategory 16,Symptom 463,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,0,0,6,False,Resolver 198,code 6,Resolved by 180,2016-04-18 12:42:00,2016-04-23 13:07:00,171.53333333333333,291.95,7.147222222222222,12.164583333333333,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017424,2016-04-11 09:10:00,,Caller 1720,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-04-11 09:41:00,2016-04-16 10:07:00,0.5166666666666667,120.95,0.02152777777777778,5.039583333333334,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017426,2016-04-11 09:12:00,,Caller 1764,Opened by  24,Phone,Location 143,Category 32,Subcategory 9,Symptom 105,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:16:00,2016-04-16 10:07:00,0.06666666666666667,120.91666666666667,0.002777777777777778,5.038194444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017428,2016-04-11 09:12:00,2016-04-11 09:14:00,Caller 1684,Opened by  40,Phone,Location 108,Category 9,Subcategory 164,Symptom 117,,2 - Medium,2 - Medium,3 - Moderate,Group 27,False,False,Do Not Notify,,,,,Closed,False,0,0,8,True,Resolver 111,code 6,Resolved by 100,2016-04-14 15:05:00,2016-04-19 15:07:00,77.88333333333334,197.91666666666666,3.245138888888889,8.246527777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017429,2016-04-11 09:13:00,2016-04-11 09:13:00,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 64,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 94,code 6,Resolved by 85,2016-04-11 09:55:00,2016-04-16 10:07:00,0.7,120.9,0.029166666666666664,5.0375000000000005,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017430,2016-04-11 09:13:00,2016-04-11 09:27:00,Caller 538,Opened by  501,Phone,Location 143,Category 23,Subcategory 3,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,4,True,Resolver 233,code 6,Resolved by 212,2016-04-11 10:03:00,2016-04-16 10:07:00,0.8333333333333334,120.9,0.034722222222222224,5.0375000000000005,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017432,2016-04-11 09:15:00,2016-04-11 09:58:00,Caller 5165,Opened by  131,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,,3 - Low,3 - Low,4 - Low,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 17,code 7,Resolved by 15,2016-04-13 14:46:00,2016-04-18 15:07:00,53.516666666666666,173.86666666666667,2.229861111111111,7.2444444444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017433,2016-04-11 09:15:00,,Caller 1690,Opened by  40,Phone,Location 47,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 23,code 6,Resolved by 21,,2016-04-16 10:07:00,,120.86666666666666,,5.0361111111111105,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017434,2016-04-11 09:15:00,,Caller 5280,,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 17,code 7,,,2016-04-16 10:07:00,,120.86666666666666,,5.0361111111111105,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017436,2016-04-11 09:17:00,2016-04-11 09:18:00,Caller 3405,Opened by  24,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:26:00,2016-04-16 10:07:00,0.15,120.83333333333333,0.0062499999999999995,5.034722222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017437,2016-04-11 09:18:00,,Caller 4440,Opened by  40,Phone,Location 108,Category 40,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 17,code 6,Resolved by 21,2016-04-11 09:30:00,2016-04-16 10:07:00,0.2,120.81666666666666,0.008333333333333333,5.034027777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017438,2016-04-11 09:18:00,,Caller 4817,Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 65,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 09:23:00,2016-04-16 10:07:00,0.08333333333333333,120.81666666666666,0.003472222222222222,5.034027777777777,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017439,2016-04-11 09:19:00,2016-04-11 09:56:00,Caller 4175,Opened by  131,Phone,Location 204,Category 53,Subcategory 127,Symptom 296,,3 - Low,3 - Low,4 - Low,Group 76,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 17,code 6,Resolved by 15,2016-04-12 10:21:00,2016-04-17 11:07:00,25.033333333333335,145.8,1.0430555555555556,6.075,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017440,2016-04-11 09:19:00,,Caller 179,,Phone,Location 51,Category 32,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 17,code 7,,,2016-04-16 10:07:00,,120.8,,5.033333333333333,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017441,2016-04-11 09:20:00,2016-04-11 09:22:00,Caller 2736,Opened by  17,Phone,Location 54,Category 42,Subcategory 223,Symptom 532,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,5,0,10,True,Resolver 194,code 6,Resolved by 177,2016-04-13 14:39:00,2016-04-18 15:07:00,53.31666666666667,173.78333333333333,2.2215277777777778,7.240972222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,True
INC0017442,2016-04-11 09:20:00,,Caller 87,Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-04-11 09:28:00,2016-04-16 10:07:00,0.13333333333333333,120.78333333333333,0.005555555555555556,5.032638888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017443,2016-04-11 09:21:00,,Caller 4970,Opened by  536,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,False,Resolver 253,code 6,Resolved by 231,,2016-05-23 11:07:00,,1009.7666666666667,,42.07361111111111,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017444,2016-04-11 09:21:00,,Caller 19,Opened by  17,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,3,0,6,True,Resolver 17,code 7,Resolved by 15,2016-04-12 15:36:00,2016-04-17 16:07:00,30.25,150.76666666666668,1.2604166666666667,6.281944444444445,2016-04-11,2016,4,April,Monday,Met SLA,False,True
INC0017446,2016-04-11 09:24:00,,Caller 1270,Opened by  17,Phone,Location 51,Category 24,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 30,False,False,Do Not Notify,,,,,Closed,False,3,0,6,True,Resolver 123,code 9,Resolved by 111,2016-04-13 19:36:00,2016-04-18 16:09:00,58.2,174.75,2.4250000000000003,7.28125,2016-04-11,2016,4,April,Monday,Met SLA,False,True
INC0017447,2016-04-11 09:26:00,,Caller 2735,Opened by  501,Phone,Location 108,Category 46,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 15,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 13,code 6,Resolved by 11,2016-04-11 09:48:00,2016-04-16 10:07:00,0.36666666666666664,120.68333333333334,0.015277777777777777,5.028472222222223,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017448,2016-04-11 09:26:00,,Caller 1415,Opened by  24,Phone,Location 143,Category 26,Subcategory 164,Symptom 295,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:31:00,2016-04-16 10:07:00,0.08333333333333333,120.68333333333334,0.003472222222222222,5.028472222222223,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017449,2016-04-11 09:26:00,,Caller 1192,Opened by  17,Phone,Location 229,Category 61,Subcategory 36,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 73,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 168,code 6,Resolved by 151,2016-04-11 11:34:00,2016-04-16 12:07:00,2.1333333333333333,122.68333333333334,0.08888888888888889,5.111805555555556,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017450,2016-04-11 09:27:00,,Caller 2877,Opened by  24,Phone,Location 161,Category 20,Subcategory 125,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,1,5,True,Resolver 17,code 6,Resolved by 15,2016-04-13 09:08:00,2016-04-18 09:10:00,47.68333333333333,167.71666666666667,1.9868055555555555,6.988194444444445,2016-04-11,2016,4,April,Monday,Met SLA,True,False
INC0017451,2016-04-11 09:28:00,2016-04-11 09:33:00,Caller 671,Opened by  240,Phone,Location 108,Category 37,Subcategory 285,Symptom 587,,2 - Medium,2 - Medium,3 - Moderate,Group 47,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 117,code 6,Resolved by 106,2016-04-12 08:57:00,2016-04-17 09:07:00,23.483333333333334,143.65,0.9784722222222223,5.985416666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017454,2016-04-11 09:31:00,,Caller 137,Opened by  17,Phone,Location 108,Category 32,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,4,True,Resolver 17,code 6,Resolved by 15,2016-04-11 15:03:00,2016-04-16 15:07:00,5.533333333333333,125.6,0.23055555555555554,5.233333333333333,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017455,2016-04-11 09:31:00,,Caller 507,,Phone,Location 18,Category 32,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 17,code 7,,,2016-04-16 10:07:00,,120.6,,5.0249999999999995,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017457,2016-04-11 09:32:00,2016-04-11 09:34:00,Caller 4856,Opened by  40,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 57,code 6,Resolved by 53,2016-04-11 11:57:00,2016-04-16 12:07:00,2.4166666666666665,122.58333333333333,0.10069444444444443,5.107638888888888,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017458,2016-04-11 09:32:00,,Caller 368,Opened by  24,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 6,Resolved by 15,2016-04-11 09:38:00,2016-04-16 10:07:00,0.1,120.58333333333333,0.004166666666666667,5.024305555555555,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017459,2016-04-11 09:32:00,2016-04-11 09:40:00,Caller 2398,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 77,False,False,Do Not Notify,,,,,Closed,False,2,0,16,True,Resolver 249,code 5,Resolved by 227,2016-04-13 08:21:00,2016-04-18 09:07:00,46.81666666666667,167.58333333333334,1.9506944444444445,6.982638888888889,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017460,2016-04-11 09:33:00,,Caller 684,Opened by  24,Phone,Location 108,Category 35,Subcategory 28,Symptom 506,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 7,Resolved by 15,2016-04-11 09:56:00,2016-04-16 10:07:00,0.38333333333333336,120.56666666666666,0.015972222222222224,5.023611111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017461,2016-04-11 09:34:00,2016-04-11 09:39:00,Caller 4343,Opened by  17,Phone,Location 92,Category 23,Subcategory 174,Symptom 491,,2 - Medium,1 - High,2 - High,Group 20,False,False,Do Not Notify,,,,,Closed,False,2,0,7,False,Resolver 17,code 6,Resolved by 15,2016-04-13 09:13:00,2016-04-18 10:07:00,47.65,168.55,1.9854166666666666,7.022916666666667,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017463,2016-04-11 09:34:00,,Caller 2735,Opened by  501,Phone,Location 108,Category 46,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 15,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 13,code 6,Resolved by 11,2016-04-11 09:49:00,2016-04-16 10:07:00,0.25,120.55,0.010416666666666666,5.022916666666666,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017464,2016-04-11 09:34:00,2016-04-11 09:39:00,Caller 5428,Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,7,True,Resolver 229,code 6,Resolved by 208,2016-04-14 09:36:00,2016-04-19 10:07:00,72.03333333333333,192.55,3.0013888888888887,8.022916666666667,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017465,2016-04-11 09:35:00,,Caller 1860,Opened by  240,Phone,Location 93,Category 26,Subcategory 175,Symptom 571,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 127,code 6,Resolved by 115,,2016-04-16 10:07:00,,120.53333333333333,,5.022222222222222,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017466,2016-04-11 09:36:00,,Caller 1716,Opened by  17,Phone,Location 143,Category 26,Subcategory 175,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 9,Resolved by 11,2016-04-11 09:47:00,2016-04-16 10:07:00,0.18333333333333332,120.51666666666667,0.007638888888888889,5.021527777777778,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017467,2016-04-11 09:36:00,,Caller 4762,,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 17,code 7,,,2016-04-16 10:07:00,,120.51666666666667,,5.021527777777778,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017468,2016-04-11 09:38:00,,Caller 2426,Opened by  228,Phone,Location 161,Category 37,Subcategory 135,Symptom 372,,2 - Medium,2 - Medium,3 - Moderate,Group 72,False,False,Do Not Notify,,,,,Closed,False,2,0,16,False,Resolver 141,code 9,Resolved by 127,2016-05-03 16:23:00,2016-05-08 17:07:00,534.75,655.4833333333333,22.28125,27.311805555555555,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017471,2016-04-11 09:46:00,,Caller 5373,Opened by  17,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,1,0,7,False,Resolver 110,code 16,Resolved by 99,2016-04-19 10:24:00,2016-04-24 11:07:00,192.63333333333333,313.35,8.026388888888889,13.05625,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017472,2016-04-11 09:46:00,,Caller 548,Opened by  40,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 23,code 6,Resolved by 21,,2016-04-16 11:07:00,,121.35,,5.0562499999999995,2016-04-11,2016,4,April,Monday,Met SLA,False,False
INC0017473,2016-04-11 09:47:00,2016-04-11 09:57:00,Caller 5457,Opened by  301,Phone,Location 204,Category 19,Subcategory 163,Symptom 454,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,7,False,Resolver 57,code 6,Resolved by 53,2016-04-15 17:07:00,2016-04-20 17:10:00,103.33333333333333,223.38333333333333,4.305555555555555,9.307638888888889,2016-04-11,2016,4,April,Monday,Breached SLA,False,False
INC0017474,2016-04-11 09:48:00,2016-04-11 09:50:00,Caller 917,Opened by  501,Phone,Location 161,Category 24,Subcategory 174,Symptom 70,,2 - Medium,2 - Medium,3 - Moderate,Group 24,False,False,Do Not Notify,,,,,Closed,False,2,0,4,True,Resolver 233,code 6,Resolved by 212,2016-04-11 10:54:00,2016-04-16 11:07:00,1.1,121.31666666666666,0.04583333333333334,5.054861111111111,2016-04-11,2016,4,April,Monday,Met SLA,False,False
