number,incident_state,active,contact_type,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,location,caller_id,reassignment_count,reopen_count,sys_mod_count,made_sla,sla_status,resolved_by,resolved_at,closed_code,closed_at,opened_at,resolution_hours,resolution_days,closure_hours,closure_days,was_reopened,high_reassignment,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,priority_level,priority_label,impact_level,urgency_level,opened_month_year,sla_breached,reopened_flag,high_reassignment_flag,resolution_bucket
INC0013834,Closed,False,Phone,Category 37,Subcategory 135,Unknown,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 233,Location 97,Caller 4684,0,0,1,True,Met SLA,Resolved by 212,2016-04-01 09:55:00,code 6,2016-04-06 09:59:00,2016-04-01 08:40:00,1.25,0.0520833333333333,121.31666666666666,5.054861111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013833,Closed,False,Phone,Category 34,Subcategory 154,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 57,Location 204,Caller 4962,1,0,38,False,Breached SLA,Resolved by 53,2016-06-28 11:26:00,code 6,2016-07-03 12:00:00,2016-04-01 08:40:00,2114.766666666667,88.11527777777779,2235.333333333333,93.1388888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,30+ Days
INC0013832,Closed,False,Phone,Category 26,Subcategory 275,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 198,Location 204,Caller 4940,2,0,8,True,Met SLA,Resolved by 180,2016-04-04 16:36:00,code 6,2016-04-09 16:59:00,2016-04-01 08:40:00,79.93333333333334,3.330555555555556,200.31666666666663,8.346527777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013836,Closed,False,Phone,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 17,Location 35,Caller 3830,0,0,1,True,Met SLA,Resolved by 15,2016-04-01 08:53:00,code 6,2016-04-06 08:59:00,2016-04-01 08:41:00,0.2,0.0083333333333333,120.3,5.0125,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013837,Closed,False,Phone,Category 42,Subcategory 29,Symptom 92,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,Location 51,Caller 4414,0,0,2,True,Met SLA,Resolved by 120,2016-04-01 09:05:00,code 7,2016-04-06 09:59:00,2016-04-01 08:42:00,0.3833333333333333,0.0159722222222222,121.28333333333332,5.053472222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013838,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,Location 204,Caller 5377,0,0,2,True,Met SLA,Resolved by 212,2016-04-01 09:57:00,code 6,2016-04-06 09:59:00,2016-04-01 08:42:00,1.25,0.0520833333333333,121.28333333333332,5.053472222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013839,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 108,Caller 5304,0,0,1,True,Met SLA,Resolved by 11,,code 7,2016-04-06 08:59:00,2016-04-01 08:42:00,,,120.28333333333332,5.011805555555555,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013840,Closed,False,Phone,Category 20,Subcategory 89,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,Location 204,Caller 130,1,0,4,True,Met SLA,Resolved by 53,2016-04-01 14:20:00,code 6,2016-04-06 14:59:00,2016-04-01 08:43:00,5.616666666666666,0.2340277777777777,126.26666666666668,5.261111111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013841,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 51,Caller 3576,0,0,1,True,Met SLA,Unknown,,code 7,2016-04-06 08:59:00,2016-04-01 08:44:00,,,120.25,5.010416666666667,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013842,Closed,False,Phone,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 84,Location 161,Caller 4013,1,0,5,True,Met SLA,Resolved by 77,2016-04-01 12:21:00,code 8,2016-04-06 12:59:00,2016-04-01 08:45:00,3.6,0.15,124.23333333333332,5.176388888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013843,Closed,False,Phone,Category 61,Subcategory 164,Symptom 114,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,Location 204,Caller 4576,0,0,4,True,Met SLA,Resolved by 180,2016-04-01 10:59:00,code 6,2016-04-06 11:59:00,2016-04-01 08:49:00,2.1666666666666665,0.0902777777777777,123.16666666666669,5.131944444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013844,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 204,Caller 2072,0,0,1,True,Met SLA,Unknown,,code 7,2016-04-06 08:59:00,2016-04-01 08:49:00,,,120.16666666666669,5.006944444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013845,Closed,False,Phone,Category 23,Subcategory 75,Symptom 455,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 78,Location 143,Caller 1205,3,0,12,False,Breached SLA,Resolved by 71,2016-04-08 10:43:00,code 6,2016-04-13 10:59:00,2016-04-01 08:50:00,169.88333333333333,7.078472222222222,290.15,12.089583333333332,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,1,7-30 Days
INC0013846,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 1628,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 08:59:00,2016-04-01 08:51:00,,,120.13333333333334,5.005555555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013847,Closed,False,Phone,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 69,Location 111,Caller 3044,1,0,4,True,Met SLA,Resolved by 62,2016-04-01 14:28:00,code 6,2016-04-06 14:59:00,2016-04-01 08:52:00,5.6,0.2333333333333333,126.11666666666666,5.254861111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013848,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,Location 51,Caller 5149,0,0,6,False,Breached SLA,Resolved by 183,2016-04-07 13:23:00,code 6,2016-04-12 13:59:00,2016-04-01 08:52:00,148.51666666666668,6.188194444444445,269.1166666666667,11.213194444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,3-7 Days
INC0013850,Closed,False,Phone,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 17,Location 108,Caller 996,0,0,3,True,Met SLA,Resolved by 15,2016-04-01 09:25:00,code 6,2016-04-06 09:59:00,2016-04-01 08:54:00,0.5166666666666667,0.0215277777777777,121.08333333333331,5.045138888888888,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013851,Closed,False,Phone,Category 9,Subcategory 164,Symptom 117,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,Location 143,Caller 1254,0,0,4,True,Met SLA,Resolved by 71,2016-04-01 11:06:00,code 6,2016-04-06 11:59:00,2016-04-01 08:54:00,2.2,0.0916666666666666,123.08333333333331,5.128472222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013852,Closed,False,Phone,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,Location 93,Caller 3538,0,0,6,True,Met SLA,Resolved by 62,2016-04-01 13:40:00,code 6,2016-04-06 13:59:00,2016-04-01 08:56:00,4.733333333333333,0.1972222222222222,125.05,5.210416666666666,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013853,Closed,False,Phone,Category 43,Subcategory 107,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 183,Location 51,Caller 3898,2,0,7,True,Met SLA,Resolved by 166,2016-04-05 15:33:00,code 6,2016-04-10 15:59:00,2016-04-01 08:56:00,102.61666666666666,4.2756944444444445,223.05,9.29375,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013854,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,Location 204,Caller 2317,0,0,5,True,Met SLA,Resolved by 126,2016-04-01 14:38:00,code 6,2016-04-06 14:59:00,2016-04-01 08:57:00,5.683333333333334,0.2368055555555555,126.03333333333332,5.251388888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013855,Closed,False,Phone,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 242,Caller 2457,0,0,1,True,Met SLA,Resolved by 15,,code 6,2016-04-06 09:59:00,2016-04-01 09:01:00,,,120.96666666666668,5.040277777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013856,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 09:12:00,code 6,2016-04-06 09:59:00,2016-04-01 09:01:00,0.1833333333333333,0.0076388888888888,120.96666666666668,5.040277777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013859,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 93,Caller 984,0,0,1,True,Met SLA,Resolved by 11,,code 9,2016-04-06 09:59:00,2016-04-01 09:02:00,,,120.95,5.039583333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013863,Closed,False,Phone,Category 34,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 69,Location 93,Caller 2271,3,0,35,False,Breached SLA,Resolved by 62,2016-06-27 09:03:00,code 6,2016-07-02 09:07:00,2016-04-01 09:02:00,2088.016666666667,87.00069444444445,2208.083333333333,92.00347222222224,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,1,30+ Days
INC0013857,Closed,False,Phone,Category 32,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,Location 204,Caller 3747,0,0,1,True,Met SLA,Unknown,,code 7,2016-04-06 09:59:00,2016-04-01 09:02:00,,,120.95,5.039583333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013864,Closed,False,Phone,Category 19,Subcategory 163,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 227,Location 204,Caller 4638,1,0,9,False,Breached SLA,Resolved by 206,2016-04-07 08:39:00,code 6,2016-04-12 08:59:00,2016-04-01 09:03:00,143.6,5.983333333333333,263.93333333333334,10.997222222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,3-7 Days
INC0013865,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 51,Caller 97,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 09:59:00,2016-04-01 09:03:00,,,120.93333333333334,5.038888888888889,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013866,Closed,False,Phone,Category 34,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,Location 51,Caller 5149,0,0,3,True,Met SLA,Resolved by 183,2016-04-01 14:51:00,code 6,2016-04-06 14:59:00,2016-04-01 09:03:00,5.8,0.2416666666666666,125.93333333333334,5.247222222222223,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013867,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 110,Location 51,Caller 3805,7,0,18,False,Breached SLA,Resolved by 99,2016-04-19 10:27:00,code 16,2016-04-24 11:07:00,2016-04-01 09:03:00,433.4,18.058333333333334,554.0666666666667,23.086111111111112,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,1,7-30 Days
INC0013868,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 108,Caller 3888,0,0,1,True,Met SLA,Resolved by 15,,code 7,2016-04-06 09:59:00,2016-04-01 09:05:00,,,120.9,5.0375000000000005,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013869,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 204,Caller 4035,0,0,2,True,Met SLA,Resolved by 5,2016-04-01 09:11:00,code 6,2016-04-06 09:59:00,2016-04-01 09:07:00,0.0666666666666666,0.0027777777777777,120.86666666666666,5.036111111111111,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013870,Closed,False,Phone,Category 46,Subcategory 150,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,Location 204,Caller 5115,0,0,4,True,Met SLA,Resolved by 182,2016-04-01 14:02:00,code 6,2016-04-06 14:59:00,2016-04-01 09:07:00,4.916666666666667,0.2048611111111111,125.86666666666666,5.2444444444444445,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,4-24 Hours
INC0013872,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 143,Caller 590,0,0,6,True,Met SLA,Resolved by 15,2016-04-05 16:03:00,code 7,2016-04-11 13:12:00,2016-04-01 09:08:00,102.91666666666669,4.288194444444445,244.06666666666663,10.169444444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013873,Closed,False,Phone,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,Location 204,Caller 2310,1,0,6,True,Met SLA,Resolved by 53,2016-04-05 14:43:00,code 6,2016-04-10 14:59:00,2016-04-01 09:08:00,101.58333333333331,4.232638888888888,221.85,9.24375,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013875,Closed,False,Phone,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 48,Location 51,Caller 5149,3,0,44,False,Breached SLA,Resolved by 45,2016-07-22 16:12:00,code 6,2016-07-27 17:00:00,2016-04-01 09:09:00,2695.05,112.29375,2815.85,117.32708333333332,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,1,30+ Days
INC0013874,Closed,False,Phone,Category 42,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 161,Caller 1944,0,0,1,True,Met SLA,Resolved by 11,,code 9,2016-04-06 09:59:00,2016-04-01 09:09:00,,,120.83333333333331,5.034722222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013876,Closed,False,Phone,Category 24,Subcategory 164,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,Location 204,Caller 2391,0,0,6,True,Met SLA,Resolved by 113,2016-04-06 12:20:00,code 5,2016-04-11 12:59:00,2016-04-01 09:10:00,123.16666666666669,5.131944444444445,243.81666666666663,10.159027777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013877,Closed,False,Phone,Category 26,Subcategory 175,Symptom 119,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 3029,1,0,8,False,Breached SLA,Resolved by 11,2016-04-08 10:04:00,code 6,2016-04-13 10:59:00,2016-04-01 09:10:00,168.9,7.0375000000000005,289.81666666666666,12.075694444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013878,Closed,False,Phone,Category 9,Subcategory 110,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,Location 161,Caller 4297,1,0,15,False,Breached SLA,Resolved by 227,2016-04-08 16:20:00,code 8,2016-04-13 16:59:00,2016-04-01 09:11:00,175.15,7.297916666666667,295.8,12.325,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,7-30 Days
INC0013879,Closed,False,Phone,Category 53,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 17,Location 96,Caller 1477,0,0,7,True,Met SLA,Resolved by 15,2016-04-05 11:19:00,code 6,2016-04-10 11:59:00,2016-04-01 09:12:00,98.11666666666666,4.0881944444444445,218.78333333333333,9.115972222222222,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013880,Closed,False,Phone,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,Location 188,Caller 1904,0,0,3,True,Met SLA,Resolved by 85,2016-04-01 09:56:00,code 6,2016-04-06 09:59:00,2016-04-01 09:13:00,0.7166666666666667,0.0298611111111111,120.76666666666668,5.031944444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013881,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 161,Caller 3120,0,0,1,True,Met SLA,Resolved by 11,,code 6,2016-04-06 09:59:00,2016-04-01 09:13:00,,,120.76666666666668,5.031944444444444,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013882,Closed,False,Phone,Category 34,Subcategory 154,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 9,Resolver 217,Location 161,Caller 4297,2,0,78,False,Breached SLA,Resolved by 198,2016-10-31 17:26:00,code 6,2016-11-05 18:00:00,2016-04-01 09:14:00,5120.2,213.34166666666667,5240.766666666666,218.36527777777775,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,30+ Days
INC0013883,Closed,False,Phone,Category 53,Subcategory 303,Symptom 86,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 204,Caller 865,0,0,1,True,Met SLA,Resolved by 133,,code 9,2016-04-06 09:59:00,2016-04-01 09:15:00,,,120.73333333333332,5.030555555555556,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013884,Closed,False,Phone,Category 26,Subcategory 164,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 93,Caller 3737,5,0,9,True,Met SLA,Resolved by 15,2016-04-06 16:46:00,code 7,2016-04-11 16:59:00,2016-04-01 09:15:00,127.51666666666668,5.313194444444444,247.7333333333333,10.32222222222222,False,True,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,1,3-7 Days
INC0013885,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,Location 143,Caller 4506,0,0,4,True,Met SLA,Resolved by 71,2016-04-04 10:10:00,code 6,2016-04-09 10:59:00,2016-04-01 09:16:00,72.9,3.0375,193.71666666666667,8.071527777777778,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013886,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 6,Location 204,Caller 2538,0,0,2,True,Met SLA,Resolved by 5,2016-04-01 09:27:00,code 6,2016-04-06 09:59:00,2016-04-01 09:18:00,0.15,0.0062499999999999,120.68333333333334,5.028472222222223,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013889,Closed,False,Phone,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,Location 204,Caller 1430,0,0,3,True,Met SLA,Resolved by 76,2016-04-01 10:12:00,code 6,2016-04-06 10:59:00,2016-04-01 09:20:00,0.8666666666666667,0.0361111111111111,121.65,5.0687500000000005,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013888,Closed,False,Phone,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 204,Caller 1452,0,0,1,True,Met SLA,Resolved by 11,,code 7,2016-04-06 09:59:00,2016-04-01 09:20:00,,,120.65,5.027083333333334,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013891,Closed,False,Phone,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,Location 93,Caller 394,0,0,1,True,Met SLA,Unknown,,code 7,2016-04-06 09:59:00,2016-04-01 09:23:00,,,120.6,5.025,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,Not Resolved
INC0013892,Closed,False,Phone,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 17,Location 179,Caller 4635,0,0,1,True,Met SLA,Resolved by 15,2016-04-01 09:26:00,code 6,2016-04-06 09:59:00,2016-04-01 09:24:00,0.0333333333333333,0.0013888888888888,120.58333333333331,5.024305555555555,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013893,Closed,False,Phone,Category 46,Subcategory 231,Symptom 211,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,Location 216,Caller 2368,0,0,5,False,Breached SLA,Resolved by 137,2016-04-07 08:21:00,code 6,2016-04-12 08:59:00,2016-04-01 09:24:00,142.95,5.95625,263.5833333333333,10.982638888888888,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,1,0,0,3-7 Days
INC0013894,Closed,False,Phone,Category 37,Subcategory 189,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 78,Location 143,Caller 1542,1,0,4,True,Met SLA,Resolved by 71,2016-04-01 11:27:00,code 6,2016-04-06 11:59:00,2016-04-01 09:26:00,2.0166666666666666,0.0840277777777777,122.55,5.10625,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,0-4 Hours
INC0013895,Closed,False,Phone,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 24,Location 161,Caller 280,1,0,9,True,Met SLA,Resolved by 22,2016-04-04 16:01:00,code 4,2016-04-09 16:59:00,2016-04-01 09:27:00,78.56666666666666,3.273611111111111,199.53333333333333,8.313888888888888,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
INC0013896,Closed,False,Phone,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 227,Location 204,Caller 5071,2,0,12,True,Met SLA,Resolved by 206,2016-04-05 10:45:00,code 6,2016-04-10 10:59:00,2016-04-01 09:28:00,97.28333333333332,4.053472222222222,217.51666666666668,9.063194444444443,False,False,2016-04-01,2016,4,April,Friday,3,Moderate,2,2,2016-04,0,0,0,3-7 Days
